review_text,rating,helpful_yes,helpful_total,Time
Packaging was damaged but product works,3,14,28,1477337301
"Terrible experience, would not recommend",5,3,32,1477413055
Very good quality and value for money,1,2,9,1477488808
Decent product for the price,4,7,33,1477564561
Very good quality and value for money,1,23,43,1477640315
Exceeded my expectations,1,4,7,1477716068
Decent product for the price,5,27,36,1477791822
Very good quality and value for money,2,26,32,1477867575
"Poor build quality, stopped working",4,0,46,1477943328
"Poor build quality, stopped working",3,1,5,1478019082
"Great product, works perfectly",3,16,43,1478094835
"Great product, works perfectly",5,36,39,1478170588
Not satisfied with the quality,1,37,44,1478246342
Very good quality and value for money,4,6,18,1478322095
"Great product, works perfectly",5,27,31,1478397849
Exceeded my expectations,4,20,26,1478473602
"Average product, nothing special",5,0,0,1478549355
"Great product, works perfectly",1,29,42,1478625109
Very good quality and value for money,3,12,32,1478700862
"Poor build quality, stopped working",3,36,39,1478776616
"Terrible experience, would not recommend",5,2,31,1478852369
Fast delivery and excellent quality,5,2,4,1478928122
Packaging was damaged but product works,3,13,16,1479003876
"Great product, works perfectly",4,7,7,1479079629
Packaging was damaged but product works,2,21,41,1479155383
Fast delivery and excellent quality,4,16,33,1479231136
Not satisfied with the quality,4,3,8,1479306889
"Poor build quality, stopped working",5,12,22,1479382643
"Poor build quality, stopped working",4,18,34,1479458396
Fast delivery and excellent quality,3,36,49,1479534150
Very good quality and value for money,2,1,6,1479609903
Packaging was damaged but product works,2,14,14,1479685656
Packaging was damaged but product works,2,1,19,1479761410
Fast delivery and excellent quality,3,10,49,1479837163
Packaging was damaged but product works,5,12,24,1479912916
Very good quality and value for money,4,2,2,1479988670
"Poor build quality, stopped working",4,9,45,1480064423
Not satisfied with the quality,2,2,23,1480140177
Exceeded my expectations,5,4,33,1480215930
"Poor build quality, stopped working",5,2,45,1480291683
"Average product, nothing special",1,5,21,1480367437
"Average product, nothing special",5,9,10,1480443190
"Poor build quality, stopped working",4,18,47,1480518944
Very good quality and value for money,1,7,7,1480594697
Exceeded my expectations,4,34,38,1480670450
Not satisfied with the quality,4,23,42,1480746204
Packaging was damaged but product works,2,23,34,1480821957
"Average product, nothing special",5,16,48,1480897711
"Average product, nothing special",5,39,45,1480973464
"Average product, nothing special",4,9,37,1481049217
Decent product for the price,4,1,7,1481124971
Very good quality and value for money,3,22,36,1481200724
"Poor build quality, stopped working",4,5,26,1481276478
Exceeded my expectations,4,1,27,1481352231
"Poor build quality, stopped working",1,20,39,1481427984
Decent product for the price,4,28,33,1481503738
"Average product, nothing special",5,6,31,1481579491
Fast delivery and excellent quality,4,12,14,1481655244
Decent product for the price,1,36,43,1481730998
Very good quality and value for money,5,0,16,1481806751
Not satisfied with the quality,2,7,32,1481882505
Packaging was damaged but product works,3,11,46,1481958258
"Terrible experience, would not recommend",2,45,45,1482034011
Exceeded my expectations,3,15,15,1482109765
Decent product for the price,5,9,28,1482185518
Not satisfied with the quality,4,4,8,1482261272
"Terrible experience, would not recommend",2,23,32,1482337025
Not satisfied with the quality,5,25,48,1482412778
"Poor build quality, stopped working",5,14,28,1482488532
"Poor build quality, stopped working",5,9,12,1482564285
"Average product, nothing special",2,20,20,1482640039
"Great product, works perfectly",4,6,20,1482715792
Packaging was damaged but product works,5,1,4,1482791545
Very good quality and value for money,5,2,9,1482867299
Very good quality and value for money,1,1,5,1482943052
"Average product, nothing special",1,5,12,1483018806
"Poor build quality, stopped working",4,0,0,1483094559
"Average product, nothing special",5,8,19,1483170312
Fast delivery and excellent quality,4,9,46,1483246066
Decent product for the price,4,35,45,1483321819
Decent product for the price,2,2,7,1483397572
Exceeded my expectations,4,2,9,1483473326
"Poor build quality, stopped working",5,8,8,1483549079
"Great product, works perfectly",3,23,48,1483624833
Fast delivery and excellent quality,5,21,40,1483700586
Fast delivery and excellent quality,5,0,2,1483776339
"Poor build quality, stopped working",2,9,10,1483852093
Decent product for the price,4,11,11,1483927846
"Terrible experience, would not recommend",3,0,9,1484003600
Decent product for the price,5,21,24,1484079353
Exceeded my expectations,4,28,48,1484155106
Exceeded my expectations,4,18,48,1484230860
"Poor build quality, stopped working",5,18,24,1484306613
Packaging was damaged but product works,3,5,10,1484382367
Packaging was damaged but product works,5,18,35,1484458120
"Great product, works perfectly",4,12,38,1484533873
Packaging was damaged but product works,2,25,25,1484609627
Not satisfied with the quality,4,5,13,1484685380
Not satisfied with the quality,5,20,38,1484761133
Very good quality and value for money,3,35,39,1484836887
Not satisfied with the quality,5,0,0,1484912640
"Terrible experience, would not recommend",5,3,3,1484988394
"Terrible experience, would not recommend",3,1,29,1485064147
"Terrible experience, would not recommend",5,11,11,1485139900
Not satisfied with the quality,2,29,34,1485215654
"Great product, works perfectly",2,10,12,1485291407
Decent product for the price,2,6,30,1485367161
"Poor build quality, stopped working",5,19,37,1485442914
"Average product, nothing special",4,30,42,1485518667
Very good quality and value for money,2,22,22,1485594421
Exceeded my expectations,3,0,3,1485670174
Fast delivery and excellent quality,4,0,15,1485745928
Exceeded my expectations,1,3,6,1485821681
Very good quality and value for money,5,13,21,1485897434
Exceeded my expectations,5,19,28,1485973188
Decent product for the price,4,2,10,1486048941
Exceeded my expectations,5,25,32,1486124695
Exceeded my expectations,3,25,28,1486200448
Decent product for the price,5,17,38,1486276201
Decent product for the price,4,2,11,1486351955
Not satisfied with the quality,4,0,6,1486427708
Decent product for the price,2,25,38,1486503461
"Average product, nothing special",5,23,41,1486579215
Packaging was damaged but product works,3,34,47,1486654968
"Average product, nothing special",2,13,25,1486730722
Exceeded my expectations,1,2,39,1486806475
"Average product, nothing special",4,1,8,1486882228
Very good quality and value for money,4,13,40,1486957982
"Poor build quality, stopped working",5,20,33,1487033735
Packaging was damaged but product works,5,25,44,1487109489
"Poor build quality, stopped working",1,2,12,1487185242
Fast delivery and excellent quality,5,3,35,1487260995
"Average product, nothing special",2,3,24,1487336749
"Poor build quality, stopped working",5,18,23,1487412502
Decent product for the price,5,42,43,1487488256
"Great product, works perfectly",4,0,16,1487564009
"Great product, works perfectly",5,1,1,1487639762
Decent product for the price,3,0,12,1487715516
"Poor build quality, stopped working",4,6,30,1487791269
Exceeded my expectations,5,20,28,1487867023
Decent product for the price,4,10,49,1487942776
Packaging was damaged but product works,3,26,27,1488018529
"Terrible experience, would not recommend",4,13,26,1488094283
Very good quality and value for money,5,5,14,1488170036
Exceeded my expectations,3,15,30,1488245789
Packaging was damaged but product works,2,11,39,1488321543
"Poor build quality, stopped working",5,0,14,1488397296
Exceeded my expectations,5,9,32,1488473050
Exceeded my expectations,2,13,19,1488548803
"Poor build quality, stopped working",2,17,41,1488624556
Decent product for the price,2,5,11,1488700310
"Poor build quality, stopped working",3,8,36,1488776063
"Average product, nothing special",4,0,8,1488851817
"Average product, nothing special",5,5,22,1488927570
Very good quality and value for money,4,7,7,1489003323
"Great product, works perfectly",4,7,31,1489079077
Not satisfied with the quality,3,12,47,1489154830
Very good quality and value for money,5,1,13,1489230584
Very good quality and value for money,4,4,26,1489306337
"Terrible experience, would not recommend",5,5,24,1489382090
Not satisfied with the quality,4,4,12,1489457844
"Great product, works perfectly",2,18,20,1489533597
Exceeded my expectations,4,35,44,1489609350
Not satisfied with the quality,3,6,30,1489685104
"Terrible experience, would not recommend",4,35,36,1489760857
Fast delivery and excellent quality,1,24,47,1489836611
Very good quality and value for money,2,10,42,1489912364
"Poor build quality, stopped working",5,3,4,1489988117
Very good quality and value for money,2,12,12,1490063871
Decent product for the price,5,9,27,1490139624
"Terrible experience, would not recommend",3,4,42,1490215378
Very good quality and value for money,4,7,24,1490291131
Very good quality and value for money,4,4,34,1490366884
Not satisfied with the quality,4,23,46,1490442638
Not satisfied with the quality,3,25,38,1490518391
"Poor build quality, stopped working",2,5,6,1490594145
Packaging was damaged but product works,1,15,37,1490669898
Decent product for the price,3,27,31,1490745651
"Poor build quality, stopped working",4,2,2,1490821405
Fast delivery and excellent quality,5,2,44,1490897158
Decent product for the price,5,36,38,1490972912
Not satisfied with the quality,5,5,36,1491048665
Very good quality and value for money,5,18,49,1491124418
Exceeded my expectations,4,17,21,1491200172
Very good quality and value for money,3,7,7,1491275925
"Great product, works perfectly",5,10,16,1491351678
"Poor build quality, stopped working",4,4,26,1491427432
Decent product for the price,4,8,32,1491503185
Exceeded my expectations,2,2,45,1491578939
"Great product, works perfectly",3,7,16,1491654692
Fast delivery and excellent quality,4,37,41,1491730445
Very good quality and value for money,5,3,11,1491806199
Packaging was damaged but product works,4,11,47,1491881952
"Terrible experience, would not recommend",3,43,45,1491957706
"Great product, works perfectly",5,24,26,1492033459
Very good quality and value for money,2,15,47,1492109212
Very good quality and value for money,3,6,7,1492184966
Decent product for the price,1,9,22,1492260719
Decent product for the price,5,13,41,1492336473
Packaging was damaged but product works,5,12,48,1492412226
"Great product, works perfectly",3,8,28,1492487979
Not satisfied with the quality,5,6,49,1492563733
Decent product for the price,3,11,19,1492639486
"Terrible experience, would not recommend",5,4,15,1492715240
Very good quality and value for money,5,3,16,1492790993
Very good quality and value for money,5,1,15,1492866746
Fast delivery and excellent quality,1,2,18,1492942500
Fast delivery and excellent quality,5,1,7,1493018253
Packaging was damaged but product works,5,2,37,1493094006
"Great product, works perfectly",3,3,37,1493169760
"Average product, nothing special",5,5,28,1493245513
Exceeded my expectations,3,11,40,1493321267
Decent product for the price,5,18,35,1493397020
"Great product, works perfectly",2,9,25,1493472773
Very good quality and value for money,5,29,30,1493548527
"Poor build quality, stopped working",4,0,43,1493624280
Fast delivery and excellent quality,1,0,11,1493700034
Exceeded my expectations,2,15,16,1493775787
Decent product for the price,1,8,14,1493851540
